"Stazione Tipo";"Provincia";"Comune Nome";"Corpo Idrico Nome";"Stazione Id";"Stazione Nome";"Subsito";"Data";"Parametro Nome";"Valore Alfanum";"Matrice";"Prof M";"Note"
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TRICLOROETILENE - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,2-DICLOROETANO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,1,1-TRICLOROETANO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TETRACLOROETILENE - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"dibromoclorometano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"CLORURO DI VINILE - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,2-dicloroetilene - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"NAFTALENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"BENZO[GHI]PERILENE - µg/L";"< 0,0002";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"CADMIO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"4-CLOROTOLUENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"FLUORANTENE - µg/L";"0,001";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"CLOROBENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,3-DICLOROBENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"BENZO[B]FLUORANTENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"2,4,5-TRICLOROFENOLO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"2,4,6-TRICLOROFENOLO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TRICLOROMETANO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"CROMO TOTALE - µg/L";"1,5";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"ANTRACENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"bromodiclorometano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"MERCURIO - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"ESACLOROBUTADIENE - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"2,4-DICLOROFENOLO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"3-CLOROFENOLO - µg/L";"< 0,2";"ACQ";"-";"ACQUA DI MARE    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"BENZO[K]FLUORANTENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"BENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"DI(2-ETILESIL) FTALATO - µg/L";"< 0,4";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TRICLOROBENZENI - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TRICLOROBENZENI - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TRICLOROBENZENI - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TOLUENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"PIOMBO - µg/L";"0,4";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"alexandrium spp. - Cellule/L";"392";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"pressione atmosferica - mbar";"1031";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"chaetoceros diversus - Cellule/L";"783";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"pleurosigma spp. - Cellule/L";"157";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"ebrida - Cellule/L";"78";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"prymnesiophyceae - Cellule/L";"80164";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"intensita' del vento - N.D.";"DEBOLE";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"dactyliosolen fragilissimus - Cellule/L";"78";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"OSSIGENO DISCIOLTO - mg/L";"93,2";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"nonilfenolo (miscela isomeri) - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE   Il valore dei parametri chimici richiesti non stabilizzati sono da considerarsi stimati in quanto il campione non è stato consegnato nei tempi previsti"
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"acanthoica quattrospina - Cellule/L";"78";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"ORTO-XILENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"xantophyceae - Cellule/L";"0";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"gymnodiniales indet. - Cellule/L";"783";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"cylindrotheca fusiformis - Cellule/L";"1096";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"chaetoceros danicus - Cellule/L";"4855";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"clorometano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,2-dicloropropano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"CLOROFILLA A - µg/L";"0,73";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"dunaliella sp. - Cellule/L";"3602";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,1,2,2-tetracloroetano - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"2-clorotoluene + 3-clorotoluene - µg/L";"< 0,2";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TEMPERATURA DELL' ACQUA - °C";"12,233";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"cyanophyceae - Cellule/L";"0";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"calciodiscus leptoporus - Cellule/L";"78";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,2-dibromoetano - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"thalassiosira rotula - Cellule/L";"1410";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"FITOPLANCTON - TOTALE - Cellule/L";"266349";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"heterocapsa spp. - Cellule/L";"861";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"coccolitoforidi indet. - Cellule/L";"79695";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"altezza delle onde - m";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"cerataulina pelagica - Cellule/L";"78";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"TRASPARENZA (DISCO DI SECCHI) - m";"1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"cyclotella spp. - Cellule/L";"861";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,1-dicloroetilene - µg/L";"< 0,02";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,1,2-tricloroetano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"navicula spp. - Cellule/L";"470";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"chlorophyta - Cellule/L";"4151";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"leptocylindrus minimus - Cellule/L";"3132";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"monoraphidium sp. - Cellule/L";"157";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"temperatura dell' aria - °C";"13,4";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,2,3-tricloropropano - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"aulacoseira spp. - Cellule/L";"940";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"dactyliosolen blavyanus - Cellule/L";"78";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"anoplosolenia brasiliensis - Cellule/L";"78";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"dinophyceae - Cellule/L";"3601";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"scrippsiella trochoidea - Cellule/L";"1096";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"euglenophyceae - Cellule/L";"0";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"raphidophyceae - Cellule/L";"0";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"stato del mare o del lago - N.D.";"CALMO";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"cryptophyceae - Cellule/L";"0";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"thalassionema nitzschioides - Cellule/L";"235";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"rhabdosphaera claviger - Cellule/L";"235";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"dinophyceae indet. - Cellule/L";"235";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"direzione di provenienza del vento - N.D.";"SE = SUDEST";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"bacillariophyceae - Cellule/L";"25997";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"copertura nuvolosa - N.D.";"PARZIALE";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"1,1-dicloroetano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"proboscia alata - Cellule/L";"235";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"SALINITA' - ppt";"34,848";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"chaetoceros curvisetus - Cellule/L";"3211";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"ceratium furca - Cellule/L";"78";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"PI";"PISA";"COSTA PISANA";"MAR-FM";"FIUME MORTO";"WA1";"06-FEB-20";"ossigeno disciolto % saturazione - %";"8,02";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"4-CLOROTOLUENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"FLUORANTENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"CLOROBENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"1,3-DICLOROBENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"BENZO[B]FLUORANTENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"2,4,5-TRICLOROFENOLO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"2,4,6-TRICLOROFENOLO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"TRICLOROMETANO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"CROMO TOTALE - µg/L";"2,4";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"ANTRACENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"bromodiclorometano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"MERCURIO - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"ESACLOROBUTADIENE - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"2,4-DICLOROFENOLO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"3-CLOROFENOLO - µg/L";"< 0,2";"ACQ";"-";"ACQUA DI MARE    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"BENZO[K]FLUORANTENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"BENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"DI(2-ETILESIL) FTALATO - µg/L";"< 0,4";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"TRICLOROBENZENI - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"TRICLOROBENZENI - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
"CW";"LU";"VIAREGGIO";"COSTA DEL SERCHIO";"MAR-NT";"NETTUNO";"WA1";"06-FEB-20";"TRICLOROBENZENI - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE (INDAGINE LOCKDOWN)    "
